$GNRMC,072408.60,A,3600.77859,N,12919.12755,E,0.223,208.46,010620,,,A,V*0C
$GNRMC,072408.70,A,3600.77864,N,12919.12765,E,0.151,,010620,,,A,V*10
$GNGGA,072632.20,3600.77595,N,12919.14169,E,5,12,0.54,64.4,M,24.3,M,1.2,0000*5F
$GNGGA,072632.30,3600.77587,N,12919.14168,E,5,12,0.54,64.4,M,24.3,M,0.3,0000*5C
$GNGGA,072632.40,3600.77580,N,12919.14168,E,5,12,0.54,64.4,M,24.3,M,0.4,0000*5B
$GNGGA,072632.50,3600.77572,N,12919.14167,E,5,12,0.54,64.4,M,24.3,M,0.5,0000*59
$GNGGA,072632.60,3600.77565,N,12919.14166,E,5,12,0.54,64.4,M,24.3,M,0.6,0000*5E
$GNGGA,072632.70,3600.77556,N,12919.14164,E,5,12,0.54,64.4,M,24.3,M,0.7,0000*5C
$GNGGA,072632.80,3600.77548,N,12919.14162,E,5,12,0.54,64.4,M,24.3,M,0.8,0000*55
$GNGGA,072632.90,3600.77540,N,12919.14160,E,5,12,0.54,64.4,M,24.3,M,0.9,0000*5F
$GNGGA,072633.00,3600.77532,N,12919.14158,E,5,12,0.54,64.4,M,24.3,M,1.0,0000*51
$GNGGA,072633.10,3600.77524,N,12919.14157,E,5,12,0.54,64.4,M,24.3,M,1.1,0000*59
$GNGGA,072633.20,3600.77516,N,12919.14157,E,5,12,0.54,64.4,M,24.3,M,1.2,0000*58
$GNGGA,072633.30,3600.77508,N,12919.14156,E,5,12,0.54,64.4,M,24.3,M,0.3,0000*57
$GNGGA,072633.40,3600.77501,N,12919.14155,E,5,12,0.54,64.4,M,24.3,M,0.4,0000*5D
$GNGGA,072633.50,3600.77493,N,12919.14154,E,5,12,0.54,64.4,M,24.3,M,0.5,0000*56
$GNGGA,072633.60,3600.77485,N,12919.14152,E,5,12,0.54,64.4,M,24.3,M,0.6,0000*57
$GNGGA,072633.70,3600.77478,N,12919.14151,E,5,12,0.54,64.4,M,24.3,M,0.7,0000*56
$GNGGA,072633.80,3600.77470,N,12919.14149,E,5,12,0.54,64.4,M,24.3,M,0.8,0000*57
$GNGGA,072633.90,3600.77464,N,12919.14146,E,5,12,0.54,64.4,M,24.3,M,0.9,0000*5D
$GNGGA,072634.00,3600.77457,N,12919.14144,E,5,12,0.54,64.4,M,24.3,M,1.0,0000*59
$GNGGA,072634.10,3600.77452,N,12919.14142,E,5,12,0.54,64.4,M,24.3,M,1.1,0000*5A
$GNGGA,072634.20,3600.77447,N,12919.14141,E,5,12,0.54,64.4,M,24.3,M,0.2,0000*5C
$GNGGA,072634.30,3600.77442,N,12919.14140,E,5,12,0.54,64.4,M,24.3,M,0.3,0000*58
$GNGGA,072634.40,3600.77439,N,12919.14139,E,5,12,0.54,64.4,M,24.3,M,0.4,0000*5A
$GNGGA,072634.50,3600.77436,N,12919.14137,E,5,12,0.54,64.4,M,24.3,M,0.5,0000*5B
$GNGGA,072634.60,3600.77433,N,12919.14134,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*5C
$GNGGA,072634.70,3600.77432,N,12919.14132,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*5B
$GNGGA,072634.80,3600.77431,N,12919.14129,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*52
$GNGGA,072634.90,3600.77429,N,12919.14127,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*55
$GNGGA,072635.00,3600.77429,N,12919.14124,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*56
$GNGGA,072635.10,3600.77428,N,12919.14122,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*51
$GNGGA,072635.20,3600.77427,N,12919.14120,E,5,12,0.54,64.5,M,24.3,M,0.2,0000*5D
$GNGGA,072635.30,3600.77427,N,12919.14119,E,5,12,0.54,64.5,M,24.3,M,0.3,0000*57
$GNGGA,072635.40,3600.77426,N,12919.14118,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*57
$GNGGA,072635.50,3600.77425,N,12919.14118,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*54
$GNGGA,072635.60,3600.77424,N,12919.14117,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*5A
$GNGGA,072635.70,3600.77423,N,12919.14117,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*5D
$GNGGA,072635.80,3600.77421,N,12919.14117,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*5F
$GNGGA,072635.90,3600.77420,N,12919.14116,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*5F
$GNGGA,072636.00,3600.77420,N,12919.14116,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*5D
$GNGGA,072636.10,3600.77419,N,12919.14115,E,5,12,0.54,64.5,M,24.3,M,0.1,0000*55
$GNGGA,072636.20,3600.77419,N,12919.14114,E,5,12,0.54,64.5,M,24.3,M,0.2,0000*54
$GNGGA,072636.30,3600.77420,N,12919.14112,E,5,12,0.54,64.5,M,24.3,M,0.3,0000*58
$GNGGA,072636.40,3600.77420,N,12919.14109,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*52
$GNGGA,072636.50,3600.77422,N,12919.14106,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*5F
$GNGGA,072636.60,3600.77423,N,12919.14101,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*59
$GNGGA,072636.70,3600.77426,N,12919.14095,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*50
$GNGGA,072636.80,3600.77428,N,12919.14089,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*53
$GNGGA,072636.90,3600.77430,N,12919.14082,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*51
$GNGGA,072637.00,3600.77432,N,12919.14075,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*5B
$GNGGA,072637.10,3600.77432,N,12919.14067,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*58
$GNGGA,072637.20,3600.77433,N,12919.14060,E,5,12,0.54,64.5,M,24.3,M,0.2,0000*5F
$GNGGA,072637.30,3600.77434,N,12919.14052,E,5,12,0.54,64.5,M,24.3,M,0.3,0000*59
$GNGGA,072637.40,3600.77435,N,12919.14044,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*5F
$GNGGA,072637.50,3600.77436,N,12919.14036,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*59
$GNGGA,072637.60,3600.77437,N,12919.14029,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*56
$GNGGA,072637.70,3600.77438,N,12919.14022,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*52
$GNGGA,072637.80,3600.77439,N,12919.14014,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*56
$GNGGA,072637.90,3600.77439,N,12919.14005,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*56
$GNGGA,072638.00,3600.77440,N,12919.13996,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*52
$GNGGA,072638.10,3600.77441,N,12919.13986,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*52
$GNGGA,072638.20,3600.77440,N,12919.13978,E,5,12,0.54,64.5,M,24.3,M,1.2,0000*52
$GNGGA,072638.30,3600.77439,N,12919.13968,E,5,12,0.54,64.5,M,24.3,M,1.3,0000*5D
$GNGGA,072638.40,3600.77438,N,12919.13960,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*55
$GNGGA,072638.50,3600.77438,N,12919.13951,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*57
$GNGGA,072638.60,3600.77438,N,12919.13943,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*54
$GNGGA,072638.70,3600.77438,N,12919.13936,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*56
$GNGGA,072638.80,3600.77438,N,12919.13928,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*59
$GNGGA,072638.90,3600.77438,N,12919.13919,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*5B
$GNGGA,072639.00,3600.77438,N,12919.13911,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*53
$GNGGA,072639.10,3600.77438,N,12919.13903,E,5,12,0.54,64.5,M,24.3,M,0.1,0000*51
$GNGGA,072639.20,3600.77437,N,12919.13894,E,5,12,0.54,64.5,M,24.3,M,0.2,0000*51
$GNGGA,072639.30,3600.77437,N,12919.13887,E,5,12,0.54,64.5,M,24.3,M,0.3,0000*53
$GNGGA,072639.40,3600.77436,N,12919.13878,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*52
$GNGGA,072639.50,3600.77436,N,12919.13871,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*5B
$GNGGA,072639.60,3600.77435,N,12919.13865,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*5D
$GNGGA,072639.70,3600.77435,N,12919.13859,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*52
$GNGGA,072639.80,3600.77435,N,12919.13853,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*58
$GNGGA,072639.90,3600.77435,N,12919.13847,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*5D
$GNGGA,072640.00,3600.77435,N,12919.13841,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*54
$GNGGA,072640.10,3600.77436,N,12919.13834,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*55
$GNGGA,072640.20,3600.77437,N,12919.13827,E,5,12,0.54,64.5,M,24.3,M,1.2,0000*56
$GNGGA,072640.30,3600.77437,N,12919.13821,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*52
$GNGGA,072640.40,3600.77437,N,12919.13815,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*55
$GNGGA,072640.50,3600.77437,N,12919.13810,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*53
$GNGGA,072640.60,3600.77436,N,12919.13805,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*56
$GNGGA,072640.70,3600.77435,N,12919.13802,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*52
$GNGGA,072640.80,3600.77434,N,12919.13798,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*5F
$GNGGA,072640.90,3600.77434,N,12919.13795,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*52
$GNGGA,072641.00,3600.77433,N,12919.13792,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*51
$GNGGA,072641.10,3600.77433,N,12919.13790,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*53
$GNGGA,072641.20,3600.77433,N,12919.13788,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*5A
$GNGGA,072641.30,3600.77433,N,12919.13788,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*5B
$GNGGA,072641.40,3600.77434,N,12919.13789,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5D
$GNGGA,072641.50,3600.77434,N,12919.13789,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5D
$GNGGA,072641.60,3600.77435,N,12919.13790,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*54
$GNGGA,072641.70,3600.77436,N,12919.13790,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*57
$GNGGA,072641.80,3600.77436,N,12919.13790,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*57
$GNGGA,072641.90,3600.77437,N,12919.13791,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*57
$GNGGA,072642.00,3600.77437,N,12919.13791,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*55
$GNGGA,072642.10,3600.77438,N,12919.13792,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*59
$GNGGA,072642.20,3600.77439,N,12919.13792,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*59
$GNGGA,072642.30,3600.77440,N,12919.13792,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*57
$GNGGA,072642.40,3600.77440,N,12919.13791,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*54
$GNGGA,072642.50,3600.77441,N,12919.13791,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*55
$GNGGA,072642.60,3600.77441,N,12919.13790,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*54
$GNGGA,072642.70,3600.77442,N,12919.13790,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*57
$GNGGA,072642.80,3600.77442,N,12919.13789,E,5,12,0.52,64.6,M,24.3,M,0.8,0000*59
$GNGGA,072642.90,3600.77443,N,12919.13788,E,5,12,0.52,64.6,M,24.3,M,0.9,0000*59
$GNGGA,072643.00,3600.77443,N,12919.13787,E,5,12,0.52,64.6,M,24.3,M,1.0,0000*56
$GNGGA,072643.10,3600.77443,N,12919.13785,E,5,12,0.52,64.6,M,24.3,M,1.1,0000*54
$GNGGA,072643.20,3600.77443,N,12919.13784,E,5,12,0.52,64.6,M,24.3,M,0.2,0000*54
$GNGGA,072643.30,3600.77443,N,12919.13783,E,5,12,0.55,64.6,M,24.3,M,0.3,0000*54
$GNGGA,072643.40,3600.77442,N,12919.13780,E,5,12,0.55,64.6,M,24.3,M,0.4,0000*56
$GNGGA,072643.50,3600.77442,N,12919.13778,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*50
$GNGGA,072643.60,3600.77440,N,12919.13775,E,5,12,0.52,64.6,M,24.3,M,0.6,0000*59
$GNGGA,072643.70,3600.77438,N,12919.13770,E,5,12,0.52,64.6,M,24.3,M,0.7,0000*53
$GNGGA,072643.80,3600.77434,N,12919.13766,E,5,12,0.52,64.6,M,24.3,M,0.8,0000*58
$GNGGA,072643.90,3600.77429,N,12919.13761,E,5,12,0.52,64.5,M,24.3,M,0.9,0000*50
$GNGGA,072644.00,3600.77425,N,12919.13756,E,5,12,0.52,64.5,M,24.3,M,1.0,0000*5E
$GNGGA,072644.10,3600.77421,N,12919.13749,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*51
$GNGGA,072644.20,3600.77417,N,12919.13743,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*5F
$GNGGA,072644.30,3600.77414,N,12919.13737,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*5F
$GNGGA,072644.40,3600.77410,N,12919.13731,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*5E
$GNGGA,072644.50,3600.77405,N,12919.13724,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*5E
$GNGGA,072644.60,3600.77400,N,12919.13717,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*5B
$GNGGA,072644.70,3600.77396,N,12919.13711,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*56
$GNGGA,072644.80,3600.77391,N,12919.13703,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*52
$GNGGA,072644.90,3600.77385,N,12919.13696,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5A
$GNGGA,072645.00,3600.77380,N,12919.13690,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*59
$GNGGA,072645.10,3600.77374,N,12919.13684,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*57
$GNGGA,072645.20,3600.77368,N,12919.13679,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*59
$GNGGA,072645.30,3600.77363,N,12919.13674,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*5F
$GNGGA,072645.40,3600.77358,N,12919.13669,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5B
$GNGGA,072645.50,3600.77354,N,12919.13664,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5A
$GNGGA,072645.60,3600.77350,N,12919.13658,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*51
$GNGGA,072645.70,3600.77345,N,12919.13652,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5F
$GNGGA,072645.80,3600.77342,N,12919.13646,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5D
$GNGGA,072645.90,3600.77337,N,12919.13639,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*57
$GNGGA,072646.00,3600.77333,N,12919.13632,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5A
$GNGGA,072646.10,3600.77329,N,12919.13626,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*54
$GNGGA,072646.20,3600.77324,N,12919.13620,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*5F
$GNGGA,072646.30,3600.77320,N,12919.13613,E,5,12,0.54,64.6,M,24.3,M,1.3,0000*5B
$GNGGA,072646.40,3600.77317,N,12919.13606,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5A
$GNGGA,072646.50,3600.77314,N,12919.13599,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5C
$GNGGA,072646.60,3600.77310,N,12919.13592,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*53
$GNGGA,072646.70,3600.77306,N,12919.13585,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*52
$GNGGA,072646.80,3600.77302,N,12919.13578,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*54
$GNGGA,072646.90,3600.77297,N,12919.13572,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*53
$GNGGA,072647.00,3600.77292,N,12919.13567,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*52
$GNGGA,072647.10,3600.77287,N,12919.13561,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*50
$GNGGA,072647.20,3600.77282,N,12919.13558,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*5F
$GNGGA,072647.30,3600.77278,N,12919.13554,E,5,12,0.54,64.6,M,24.3,M,1.3,0000*56
$GNGGA,072647.40,3600.77273,N,12919.13550,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*58
$GNGGA,072647.50,3600.77269,N,12919.13545,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*57
$GNGGA,072647.60,3600.77265,N,12919.13539,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*50
$GNGGA,072647.70,3600.77261,N,12919.13533,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5E
$GNGGA,072647.80,3600.77258,N,12919.13527,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*51
$GNGGA,072647.90,3600.77254,N,12919.13521,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5B
$GNGGA,072648.00,3600.77249,N,12919.13515,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5E
$GNGGA,072648.10,3600.77245,N,12919.13510,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*57
$GNGGA,072648.20,3600.77241,N,12919.13505,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*57
$GNGGA,072648.30,3600.77237,N,12919.13501,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*53
$GNGGA,072648.40,3600.77233,N,12919.13498,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*56
$GNGGA,072648.50,3600.77229,N,12919.13494,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*51
$GNGGA,072648.60,3600.77225,N,12919.13489,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*51
$GNGGA,072648.70,3600.77221,N,12919.13484,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*58
$GNGGA,072648.80,3600.77218,N,12919.13479,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*50
$GNGGA,072648.90,3600.77214,N,12919.13474,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*51
$GNGGA,072649.00,3600.77210,N,12919.13468,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*58
$GNGGA,072649.10,3600.77206,N,12919.13464,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*53
$GNGGA,072649.20,3600.77203,N,12919.13460,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*52
$GNGGA,072649.30,3600.77199,N,12919.13455,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*55
$GNGGA,072649.40,3600.77195,N,12919.13451,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5D
$GNGGA,072649.50,3600.77192,N,12919.13448,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*52
$GNGGA,072649.60,3600.77188,N,12919.13445,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*54
$GNGGA,072649.70,3600.77184,N,12919.13442,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5F
$GNGGA,072649.80,3600.77180,N,12919.13440,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*59
$GNGGA,072649.90,3600.77177,N,12919.13437,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*51
$GNGGA,072650.00,3600.77174,N,12919.13436,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5A
$GNGGA,072650.10,3600.77171,N,12919.13435,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5C
$GNGGA,072650.20,3600.77169,N,12919.13434,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*55
$GNGGA,072650.30,3600.77167,N,12919.13433,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*5C
$GNGGA,072650.40,3600.77164,N,12919.13432,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5E
$GNGGA,072650.50,3600.77163,N,12919.13431,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5A
$GNGGA,072650.60,3600.77162,N,12919.13431,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5B
$GNGGA,072650.70,3600.77162,N,12919.13431,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5B
$GNGGA,072650.80,3600.77162,N,12919.13430,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5A
$GNGGA,072650.90,3600.77162,N,12919.13430,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5A
$GNGGA,072651.00,3600.77162,N,12919.13431,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5B
$GNGGA,072651.10,3600.77163,N,12919.13432,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*59
$GNGGA,072651.20,3600.77163,N,12919.13433,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*58
$GNGGA,072651.30,3600.77163,N,12919.13434,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*5E
$GNGGA,072651.40,3600.77164,N,12919.13435,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*58
$GNGGA,072651.50,3600.77165,N,12919.13436,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5A
$GNGGA,072651.60,3600.77165,N,12919.13437,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5B
$GNGGA,072651.70,3600.77165,N,12919.13438,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*54
$GNGGA,072651.80,3600.77165,N,12919.13439,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*55
$GNGGA,072651.90,3600.77164,N,12919.13440,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5A
$GNGGA,072652.00,3600.77163,N,12919.13441,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5E
$GNGGA,072652.10,3600.77162,N,12919.13442,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5C
$GNGGA,072652.20,3600.77160,N,12919.13443,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*5E
$GNGGA,072652.30,3600.77158,N,12919.13446,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*50
$GNGGA,072652.40,3600.77154,N,12919.13448,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*52
$GNGGA,072652.50,3600.77150,N,12919.13451,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5E
$GNGGA,072652.60,3600.77145,N,12919.13453,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*58
$GNGGA,072652.70,3600.77140,N,12919.13456,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*58
$GNGGA,072652.80,3600.77136,N,12919.13459,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*56
$GNGGA,072652.90,3600.77132,N,12919.13463,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5B
$GNGGA,072653.00,3600.77128,N,12919.13467,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*57
$GNGGA,072653.10,3600.77125,N,12919.13472,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*5E
$GNGGA,072653.20,3600.77121,N,12919.13476,E,5,12,0.54,64.5,M,24.3,M,0.2,0000*5F
$GNGGA,072653.30,3600.77117,N,12919.13480,E,5,12,0.54,64.5,M,24.3,M,0.3,0000*53
$GNGGA,072653.40,3600.77114,N,12919.13485,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*56
$GNGGA,072653.50,3600.77110,N,12919.13489,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5E
$GNGGA,072653.60,3600.77105,N,12919.13494,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*55
$GNGGA,072653.70,3600.77100,N,12919.13499,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*5D
$GNGGA,072653.80,3600.77094,N,12919.13504,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*54
$GNGGA,072653.90,3600.77089,N,12919.13509,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*55
$GNGGA,072654.00,3600.77084,N,12919.13514,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*52
$GNGGA,072654.10,3600.77078,N,12919.13520,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*56
$GNGGA,072654.20,3600.77074,N,12919.13524,E,5,12,0.54,64.5,M,24.3,M,1.2,0000*5E
$GNGGA,072654.30,3600.77070,N,12919.13529,E,5,12,0.54,64.5,M,24.3,M,1.3,0000*57
$GNGGA,072654.40,3600.77066,N,12919.13535,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*5C
$GNGGA,072654.50,3600.77062,N,12919.13539,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*57
$GNGGA,072654.60,3600.77057,N,12919.13543,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5C
$GNGGA,072654.70,3600.77052,N,12919.13547,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*5E
$GNGGA,072654.80,3600.77046,N,12919.13551,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*5C
$GNGGA,072654.90,3600.77041,N,12919.13556,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*5C
$GNGGA,072655.00,3600.77035,N,12919.13561,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*5B
$GNGGA,072655.10,3600.77031,N,12919.13566,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*58
$GNGGA,072655.20,3600.77026,N,12919.13572,E,5,12,0.54,64.5,M,24.3,M,1.2,0000*5B
$GNGGA,072655.30,3600.77022,N,12919.13578,E,5,12,0.54,64.5,M,24.3,M,1.3,0000*55
$GNGGA,072655.40,3600.77017,N,12919.13585,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*50
$GNGGA,072655.50,3600.77013,N,12919.13590,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*50
$GNGGA,072655.60,3600.77008,N,12919.13595,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*5F
$GNGGA,072655.70,3600.77003,N,12919.13600,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*5B
$GNGGA,072655.80,3600.76998,N,12919.13605,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*54
$GNGGA,072655.90,3600.76993,N,12919.13610,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*5B
$GNGGA,072656.00,3600.76988,N,12919.13615,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*56
$GNGGA,072656.10,3600.76982,N,12919.13620,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*5A
$GNGGA,072656.20,3600.76977,N,12919.13626,E,5,12,0.54,64.5,M,24.3,M,1.2,0000*56
$GNGGA,072656.30,3600.76973,N,12919.13631,E,5,12,0.54,64.5,M,24.3,M,0.3,0000*55
